productid,merchandisegroup,merchandisesubgroup,isocountrycode,article,internationalarticlenumber,sectionname,familyname,categoryname,subcategoryname,merchandisefamily,weightproduct,scaleproduct,vatdescription,vatrate,agelimit,hwgdescription
5705898,Surtido seco,Aceite/Mantequilla/Margarina,ES,Coosur Aceite de oliva Virgen,5705898,ALIMENTACION SECA,ACEITE,ACEITE,OLIVA,Aceites de oliva,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5706466,Surtido seco,Embutidos,ES,F.MÃºrtiga Chorizo ibÃ©rico bellota,5706466,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,CHORIZO,Salami,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5709037,Surtido seco,Cosmetic,ES,Garnier Bio Aceite lavanda Bio,"","","","","","Cremas, lociones, leche corporal, maquillaje",false,true,Ordinario,21.0,Keines,Surtido NF
6983,Surtido seco,BollerÃ­a / Chips,ES,Almendra facil de pelar tostada y s,"","","","","","Frutos secos, fruta deshidratada",true,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5702923,Surtido seco,Cosmetic,ES,Ecran Sunnique Aceite solar FPS30,5702923,PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,SOLARES,SOLARES,Productos solares,false,false,Ordinario,21.0,Keines,Surtido NF
5705039,Surtido seco,BollerÃ­a / Chips,ES,Snatt's Natuchips Chili Suave,5705039,ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705293,Surtido seco,Vinos / Cavas,ES,Sandalo Vino tinto D.O Manchuela,5705293,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5600,Surtido seco,BollerÃ­a / Chips,ES,BALONAZOS DE LA ROJA,"","","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
80510,Fruta y Verdura,Fruta,ES,Uva blanca con pepita,80510,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,UVA,Uvas,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
80725,Fruta y Verdura,Fruta,ES,Papaya,80725,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutas exÃ³ticas,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
84456,Fruta y Verdura,Verdura,ES,Colinabo ecolÃ³gico,84456,"","","","",Verduras (GrobegemÃ¼se),false,true,Ordinario,21.0,Keines,F&V/Plantas y Flores
5704348,Surtido seco,BollerÃ­a / Chips,ES,Mr. Corn Mixazo,5704348,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTOS SECOS,COCKTAIL,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704999,Surtido seco,Alim. Infantil,ES,Hero Tarritos menÃº ecolÃ³gico surt.,5704999,PRODUCTOS PARA BEBE,T.ALIMENTOS INFANTILS,TARRITOS/POUCH,TARRITOS/POUCH,Menu infantil,false,false,Reducido,10.0,Keines,Conservas
5705980,Congelado,Congelados,ES,Iberfresco Verdura para paella,5705980,CONGELADOS,VERDURAS/HORTALIZA CONG.,REST.VERD/HORT.CONG.,REST.VERD/HORT.CONG.,"Fruta, verdura",false,true,Superreducido,4.0,Keines,Congelados
5706411,Surtido seco,Alim. Infantil,ES,Hero Yogures pack plÃ¡tano,"",PRODUCTOS PARA BEBE,T.ALIMENTOS INFANTILS,TARRITOS/POUCH,TARRITOS/POUCH,Leche infantil,false,true,Reducido,10.0,Keines,Conservas
5706541,Frischbrot / Hot Convenience,Bake off,ES,Horno de Pedro Pan quemado,5706541,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,"Pasteles, bollerÃ­a",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5708595,Surtido seco,BollerÃ­a / Chips,ES,ChiquilÃ­n,5708595,"","","","",BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
800,Nevera,Queso (nev),ES,QUESO ILHA 2 MESES DE CURACION,"",QUESOS,QUESO NATURAL,MANCHEGO,CURADO,Queso de pasta dura y semidura (pieza),false,true,Superreducido,4.0,Keines,Fresco
2364,Surtido seco,Art. Limpieza,ES,MISTOL BALSAM LAVAVAJILLAS,"","","","","",Productos de limpieza y lavavajillas,false,false,Ordinario,21.0,Keines,Surtido NF
6824,Surtido seco,CafÃ©/TÃ©/Cacao,ES,MARCILLA SCALA 5 LEGGERO MOLIDO,"",ALIMENTACION SECA,CAFES/SUCEDANEOS,CAFE TOSTADO,CAFE CAPSULAS,CafÃ© tostado,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
9098,Surtido seco,Golosinas,ES,NestlÃ© Caja Roja Sublime Dark Bombo,"","","","","",Bombones,false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
87533,Nevera,Queso (nev),ES,Queso fresco surt.,"",QUESOS,QUESO FRESCO,Q.FRESC.TRAD.,Q.FRESC.TRAD.,"Queso fresco / preparado de queso fresco, productos lÃ¡cteos para untar",false,true,Superreducido,4.0,Keines,Fresco
5702546,Surtido seco,Golosinas,ES,Lacasa Tabl. choc. blanco Lacasitos,5702546,ALIMENTACION SECA,CHOCOLATES Y CREMAS,TABLETAS CHOCOLATE,TABLETAS CHOCOLATE,Otros productos a base de chocolate,false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704369,Surtido seco,Vinos / Cavas,ES,"Tionio vino tinto DOC Ribera 14,75%",5704369,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5704676,Surtido seco,Delicatessen/Especias/Mostaza,ES,Old El Paso Salsa mini queso,5704676,ALIMENTACION SECA,SALSAS,OTRAS SALSAS,OTRAS SALSAS,"Mostaza, salsa de rÃ¡bano picante, vinagre, salsas para ensalada, salsas para carne, otras salsas, otros",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5705667,Carne,Carne Fresca,ES,Burger Meat picada mixta,5705667,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,false,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
5707425,Surtido seco,Cosmetic,ES,Nivea Deo Roll on Dry Comfort,5707425,PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,DESODORANTES,DESODORANTES,"Desodorante, colonia, perfume, lociÃ³n de afeitado",false,true,Ordinario,21.0,Keines,Surtido NF
5708417,Carne,Ave Fresco,ES,Filete pechuga de pollo rural,5708417,"","","","",Pollo,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
1689,Surtido seco,Cervezas / Derivados,ES,Amstel cerveza Pilsener,5708175,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
4957,Surtido seco,Cosmetic,ES,La Toja Gel de ducha aloe vera,"",PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,GEL DE BANO Y DUCHA,GEL DE BANO Y DUCHA,"Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
5164,Congelado,Congelados,ES,Bloque de turrÃ³n,"","","","","",Helados,false,true,Reducido,10.0,Keines,Congelados
8795,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,Dr. Oetker Margarita,"","","","","","Ingredientes y productos de panaderÃ­a y pastelerÃ­a, productos alimenticios, otros",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
9764,Carne,Ave Fresco,ES,Pechuga pollo fileteada al ajillo,5702581,FRESCOS PERECEDEROS,CARNE FRESCA,AVE,POLLO,Pollo,false,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
82615,Fruta y Verdura,Verdura,ES,Pimiento rojo granel,82615,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,PIMIENTO,Pimientos,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
83311,Fruta y Verdura,Verdura,ES,Patata microondas,83311,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,PATATA,Patatas/cebollas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
8238,Fruta y Verdura,Verdura,ES,CALABAZA HALLOWEEN,"","","","","",Verduras (GrobegemÃ¼se),false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
9660,Surtido seco,Art. Hogar / medias,ES,SURTIDO PELUCAS Y SOMBREROS [WT 07/,"","","","","","Velas, luces, mecheros, carbÃ³n, lubricantes",false,true,Ordinario,21.0,Keines,Surtido NF
59536,Surtido seco,Vinos / Cavas,ES,Lapillus Vino tinto DO Ribera crian,59536,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5702465,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Hogaza 5 cereales,5702465,ALIMENTACION SECA,PANADERIA INDUSTRIAL,OTROS PANES,OTROS PANES,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705711,Nevera,Queso (nev),ES,El Pinsapo Queso fresco de cabra,5705711,QUESOS,QUESO FRESCO,Q.FRESC.TRAD.,Q.FRESC.TRAD.,Queso de pasta dura y semidura (pieza),false,true,Superreducido,4.0,Keines,Fresco
5706567,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Velarte Barritas de pan chocolate,5706567,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN TOSTADO,"PALITO, PICO, PICOLIN","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
696,Nevera,Mopro (nev),ES,LA LECHERA YOG. GRIEGO AZUCARADO,"","","","","",Yogur natural,false,false,Reducido,10.0,Keines,Fresco
1210,Surtido seco,Bebidas sin alcohol,ES,DON SIMON TINTO DE VERANO LIMON S/A,"","","","","","Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
3797,Surtido seco,BollerÃ­a / Chips,ES,GOURMET LATINO HOJUELAS DE PLATANO,"",ALIMENTACION SECA,PATATAS Y SNACKS,PATATAS FRITAS,PATATAS FRITAS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
4167,Surtido seco,BollerÃ­a / Chips,ES,Pringles Patatas sabor barbacoa,"",ALIMENTACION SECA,PATATAS Y SNACKS,PATATAS FRITAS,PATATAS FRITAS,"Aperitivos salados, patatas fritas, productos extrusionados",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5709,Surtido seco,Golosinas,ES,HARIBO CHISPA COLA,"",ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",GOLOSINAS,GOLOSINAS,"Golosinas, regaliz",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5742,Surtido seco,CafÃ©/TÃ©/Cacao,ES,HORNIMANS HERBAL VERBENA- NARANJA,"","","","","",TÃ©,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5772,Surtido seco,Bebidas sin alcohol,ES,Trina Te limon,"","","","","","NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
7502,Fruta y Verdura,Fruta,ES,PERA DE SAN JUAN,"","","","","",Frutas de pepita,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
8893,Surtido seco,Golosinas,ES,Haribo 30% menos de azÃºcar,"",ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",GOLOSINAS,GOLOSINAS,"Golosinas, regaliz",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
9209,Nevera,Delicatesen (nev),ES,DoÃ±a Petrona Tapas para empanadas,"","","","","","Platos preparados, comida rÃ¡pida",false,true,Reducido,10.0,Keines,Fresco
82926,Fruta y Verdura,Verdura,ES,Romanesco unidad,82926,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,RESTO VERDURAS,Variedades de col,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
97553,Frischbrot / Hot Convenience,Bake off,ES,Panecillo con aceitunas,97553,"","","","","Baguette, panecillos, brezel",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705217,Surtido seco,Art. Hogar / medias,ES,La Patrulla Canina Globos colores,5705217,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
5800436,Surtido seco,Mopro,ES,CelgÃ¡n Batido de fresa,"",LECHES Y BATIDOS,BATIDOS,BATIDOS,BATIDOS,Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5800869,Nevera,Mopro (nev),ES,"Kalise Kaliglub Fresa, PiÃ±a y Coco",5800869,"","","","",Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
517,Fruta y Verdura,Verdura,ES,PATATA AGRIA 3 KG.,"","","","","",Verduras (GrobegemÃ¼se),false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
5276,Surtido seco,Cervezas / Derivados,ES,Amstel Radler,"",BEBIDAS,CERVEZA,CERVEZA,SIN ALCOHOL/BAJA A,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
6055,Surtido seco,Cervezas / Derivados,ES,"Mahou 5 Estrellas Pack cerveza 5,5%",5702984,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
9876,Surtido seco,Golosinas,ES,Piruleta de chocolate Superman,"","","","","",Otros productos a base de chocolate,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5202919,Surtido seco,Cervezas / Derivados,ES,"Marston's Cerveza negra A4,5%",5202919,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5703912,Surtido seco,Golosinas,ES,Dekora Nube Star Wars,5703912,"","","","","Caramelos, caramelos masticables de fruta",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5708654,Surtido seco,Cosmetic,ES,Nelly ChampÃº Pure,5708654,"","","","",Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
507,Surtido seco,Cosmetic,ES,FRUCTIS STYLE GEL SURT,"",PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,FIJACION CAPILAR,FIJACION CAPILAR,Productos para el cuidado del cabello,false,true,Ordinario,21.0,Keines,Surtido NF
3515,Surtido seco,Mopro,ES,ASTURIANA NATA MONTADA SPRAY,"","","","","","Nata, leche condensada, otros productos lÃ¡cteos no refrigerados",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
8850,Surtido seco,BollerÃ­a / Chips,ES,Cacahuete con cÃ¡scara tostado,5700222,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTOS SECOS,CACAHUETE,"Frutos secos, fruta deshidratada",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
36780,Fruta y Verdura,Fruta,ES,.,"","","","","",CÃ­tricos,false,false,Ordinario,21.0,Keines,F&V/Plantas y Flores
5703957,Surtido seco,BollerÃ­a / Chips,ES,Tosta Rica Bizcochitos,5703957,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,BIZCOCHO,BollerÃ­a,false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800417,Surtido seco,Cosmetic,ES,Babaria Neceser oliva,5800417,"","","","","Geles de ducha, productos de baÃ±o, jabones",false,true,Reducido,10.0,Keines,Surtido NF
5800978,Surtido seco,BollerÃ­a / Chips,ES,Casa Ricardo Cacahuete con cÃ¡scara,5800978,"","","","","Frutos secos, fruta deshidratada",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
886,Surtido seco,Art. Hogar / medias,ES,CUCHILLO DE PLÃSTICO,"",ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
2397,Surtido seco,Huevos,ES,Huevo fresco clase L,5701609,FRESCOS PERECEDEROS,HUEVOS,HUEVOS,HUEVOS,Huevos,false,false,Superreducido,4.0,Keines,AlimentaciÃ³n
3378,Surtido seco,BollerÃ­a / Chips,ES,Matutano Fritos,"",ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
3393,Surtido seco,Cosmetic,ES,Gliss Lote Gliss Long & Sublime,"","","","","",Productos para el cuidado del cabello,false,true,Ordinario,21.0,Keines,Surtido NF
4177,Surtido seco,Cosmetic,ES,Colgate Caja mixta cremas dentales,5707912,PERFUMERIA E HIGIENE,HIGIENE BUCAL,DENTIFRICOS,DENTIFRICOS,"Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
6754,Surtido seco,Cons. Pescado,ES,BAYMAR BERBERECHOS+ACEITUNAS+,"","","","","",Conservas de pescado,false,true,Reducido,10.0,Keines,Conservas
8230,Surtido seco,Vinos / Cavas,ES,AntaÃ±o Vino tinto cosecha D.O.P. Ri,"","","","","",Vino tinto de Europa,false,true,Ordinario,21.0,18,Bebidas
5705046,Surtido seco,Desayuno,ES,Nocilla Pack 3 Reyes Magos original,5705046,ALIMENTACION SECA,CHOCOLATES Y CREMAS,CREMAS UNTAR,CREMA CACAO UNTAR,"Crema de cacao con avellanas, otros productos para untar",false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5707308,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Tierras del CafÃ© CÃ¡psulas ristretto,5707308,ALIMENTACION SECA,CAFES/SUCEDANEOS,CAFE TOSTADO,CAFE CAPSULAS,CafÃ© tostado,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5707522,Surtido seco,Art. Limpieza,ES,KH-7 DESIC Insecticida suelos,5707522,DROGUERIA,LIMPIADORES,SUELOS Y CERAS,SUELOS Y CERAS,Productos de limpieza y lavavajillas,false,false,Ordinario,21.0,Keines,Surtido NF
6930,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Reducido,10.0,Keines,F&V/Plantas y Flores
8181,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Nesquik Cacao instantÃ¡neo,"",ALIMENTACION SECA,CACAO,CACAO,CACAO SOL/INSTANT.,Bebidas a base de cacao,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
9664,Surtido seco,Bebidas sin alcohol,ES,RADICAL FRUTOS DEL BOSQUE,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO SIN GAS,RESTO REFR.SIN GAS,"NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
5707402,Surtido seco,Licores,ES,Brugal Ron aÃ±ejo 38% vol.,5707402,BEBIDAS,ALCOHOLICAS ALTA GRAD.,RON,RON,Bebidas espirituosas blancas,false,false,Ordinario,21.0,18,Bebidas
5709057,Surtido seco,Golosinas,ES,Fini Teide,"","","","","","Golosinas, regaliz",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
216,Surtido seco,Bebidas sin alcohol,ES,LA CASERA GASEOSA,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,GASEOSAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
437,Surtido seco,Cosmetic,ES,PALMOLIVE NB GEL DE DUCHA I SURT.,"","","","","","Geles de ducha, productos de baÃ±o, jabones",false,false,Ordinario,21.0,Keines,Surtido NF
1095,Surtido seco,Vinos / Cavas,ES,BANDA AZUL VINO TINTO RIOJA CRIANZA,"","","","","",Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
7422,Surtido seco,Mopro,ES,Mardel Dulce de leche,5703421,ALIMENTACION SECA,CHOCOLATES Y CREMAS,CREMAS UNTAR,OTRAS CREMAS UNTAR,"Nata, leche condensada, otros productos lÃ¡cteos no refrigerados",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
8010,Surtido seco,Cosmetic,ES,Nivea Sun spray solar niÃ±os F50,"","","","","",Productos solares,false,false,Ordinario,21.0,Keines,Surtido NF
9940,Surtido seco,Cervezas / Derivados,ES,"Estrella Levante Bier Vol 4,8%",5700970,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
83131,Fruta y Verdura,Verdura,ES,Cebolla dulce Fuentes de Ebro,83131,"","","","",Patatas/cebollas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5706909,Surtido seco,Vinos / Cavas,ES,Eira dos Cregos Vino blanco DO RÃ­as,5706909,BEBIDAS,TOTAL VINOS,BLANCO,CON DENOMINACION,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
3050,Surtido seco,Sopas/Salsas,ES,Avecrem Caldo de pollo en pastillas,"","","","","",Sopas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
4564,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Bimbo CÃ­rculo Rojo bizcocho relleno,"",ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5852,Surtido seco,Golosinas,ES,Chupa Chups Flower Bouquet,5702762,ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",CARAMELOS,CARAMELOS,"Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
19758,Surtido seco,Vinos / Cavas,ES,RETSINA GRIEGA,"","","","","",Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
82680,Fruta y Verdura,Verdura,ES,Calabaza para asar,82680,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,RESTO VERDURAS,Verduras (GrobegemÃ¼se),true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
118843,Frischbrot / Hot Convenience,Bake off,ES,Pan de espelta,118843,FRESCOS PERECEDEROS,PAN FRESCO,PAN FRESCO,PAN FRESCO,Hogazas de pan,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5707369,Surtido seco,Conservas F&V,ES,Fragata Aceitunas Snacking sort,5707369,CONSERVAS,ACEITUNAS,ACEITUNAS,ACEITUNAS,Conservas en vinagre,false,true,Reducido,10.0,Keines,Conservas
319,Surtido seco,Cosmetic,ES,Colgate dentÃ­frico Total,5707932,PERFUMERIA E HIGIENE,HIGIENE BUCAL,DENTIFRICOS,DENTIFRICOS,"Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
3736,Surtido seco,Cosmetic,ES,Veet Bandas de cera frÃ­a facial,"",PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,DEPILATORIOS,DEPILATORIOS,"Higiene bucal, afeitado",false,true,Ordinario,21.0,Keines,Surtido NF
4112,Surtido seco,Cosmetic,ES,Colgate DentÃ­frico Blanqueante,"","","","","","Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
4595,Surtido seco,Golosinas,ES,Conguitos Cacahuetes cubiertos choc,"","","","","",Otros productos a base de chocolate,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
7494,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Hornimans infusiones,"","","","","",TÃ©,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
80346,Fruta y Verdura,Fruta,ES,Albaricoque,80346,"","","","",Frutas de hueso,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5703247,Nevera,Mopro (nev),ES,Zumosol Zumo exprimido manzana mang,5703247,"","","","",Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
5704358,Surtido seco,Vinos / Cavas,ES,Mesonero de Castilla DO Ribera Duer,5704358,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5800727,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Dulpas Bollos fritos de limÃ³n,5800727,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Pasteles, tartas, reposterÃ­a, otros",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6850,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,La IsleÃ±a Espaguettis nÂº3,"",ALIMENTACION SECA,PASTAS ALIMENTICIAS,PASTA SECA,PASTA SECA,Pasta,false,true,Cero,0.0,Keines,AlimentaciÃ³n
136007,Carne,Pescado Fresco,ES,Rodaja de salmÃ³n,136007,FRESCOS PERECEDEROS,PESCADOS Y MARISCOS,PESCADO FRESCO,SALMON,Pescado fresco,false,true,Reducido,10.0,Keines,Pollo/Carne/Pescado
5701264,Nevera,Embutidos (Nevera),ES,JamÃ³n de Teruel lonchas D.O.,5701264,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,JAMON,JamÃ³n curado (lonchas),false,false,Reducido,10.0,Keines,Fresco
5703721,Surtido seco,Vinos / Cavas,ES,El Miracle Vino tinto D.O. Valencia,5703721,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5708454,Nevera,Delicatesen (nev),ES,Chovi Allioli,5708454,"","","","",Otros artÃ­culos delicatessen,false,false,Reducido,10.0,Keines,Fresco
8174,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
5703217,Nevera,Embutidos (Nevera),ES,Tello JamÃ³n asado cortado a mano,5703217,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,JAMON,Salami (pieza),false,false,Reducido,10.0,Keines,Fresco
5703903,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,Proceli Pan rallado sin gluten,5703903,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN RALLADO,PAN RALLADO,"Ingredientes y productos de panaderÃ­a y pastelerÃ­a, productos alimenticios, otros",false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5707236,Carne,Carne Fresca,ES,S. MadroÃ±al Hueso salado blanco,5707236,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,true,true,Reducido,10.0,Keines,Pollo/Carne/Pescado
